130,103
136296.46,616110.55,325039.16,266471.82,2845.82,343454.46,420384.82,471099.24,345542.80,651657.13,203072.83,800387.29,123616.93,252291.82,315091.60,7020.80,710378.19,115322.87,13856.13,845308.12,125578.85,913292.56,887432.37,855159.89,294600.85,200014.56,226175.48,988205.70,803904.68,981971.09,825687.74,11387.63,606124.72,554961.22,785508.68,469662.36,11522.11,292489.15,608772.08,680392.06,827088.06,717803.10,607885.42,913471.65,191546.44,576299.11,353539.19,200566.29,437637.84,15578.16,542851.54,409117.93,940676.26,569322.61,231708.27,794536.69,862225.04,685485.27,994480.24,635178.65,296698.57,180102.78,495281.25,836055.99,580731.28,285483.75,463979.68,68840.04,232761.54,569184.12,809236.56,623592.24,435830.14,305671.85,915284.74,614098.58,852049.50,49394.38,209178.80,972366.45,490600.75,577455.91,88830.81,473047.20,639207.84,552390.49,158763.09,721292.05,875575.87,828811.60,197732.55,56539.33,354012.63,525169.49,621602.87,502635.96,84678.11,486549.74,138365.60,791058.17,83809.82,761914.52,375657.50,844132.00
321473.54,373428.05,968669.83,790837.30,243248.96,226834.75,942438.16,508245.26,806103.87,189782.82,937856.98,264442.69,38317.60,824895.17,358190.22,130765.37,601003.48,275649.26,885117.70,175782.63,629680.64,257691.64,431755.79,447913.17,246284.39,79240.30,730409.21,664188.15,928278.45,125159.95,362702.21,235071.80,177940.60,335937.63,825104.49,204383.22,350143.96,963769.92,561278.26,611633.36,766216.56,526130.07,936587.51,282918.32,851081.62,943130.10,43620.83,462462.94,722465.16,388609.58,904593.54,797854.55,160051.80,187732.97,210665.68,125011.53,644079.05,970647.75,286739.09,975000.27,637067.26,950041.09,434273.28,658730.11,987279.85,177050.19,255207.29,420836.72,641362.65,260652.37,366278.83,665858.67,714276.33,320871.12,603429.61,13303.97,411694.31,390128.84,878135.94,411868.62,614084.01,229082.62,979085.03,985571.22,851572.97,170271.08,82595.20,874076.44,916182.65,201703.90,202620.81,914537.00,533595.64,659401.25,666525.31,968674.98,830041.44,439522.31,692386.30,846962.43,446711.03,89484.23,371446.82,864880.91
584970.15,740485.47,523825.45,981587.15,266564.22,741197.41,320166.80,712232.42,10764.52,5640.83,83210.90,485187.17,245398.81,523551.75,861813.07,425903.46,632626.80,852775.21,541644.87,935511.30,974274.97,677287.40,30842.03,560157.39,93719.58,253816.49,339326.98,333757.61,535596.98,187167.98,406723.86,706581.47,769364.18,694295.42,865688.96,703210.84,9866.81,322762.03,583467.77,44255.92,724442.49,327763.73,423754.73,150312.88,789089.66,639430.76,14850.50,129028.15,179886.99,807082.68,891647.35,46072.86,769554.79,271022.57,948937.33,569609.44,677404.59,525102.74,783177.81,88942.72,160675.11,147532.85,57662.29,571632.35,671417.54,280170.92,885036.87,256100.55,179315.51,561172.29,116300.11,222716.46,432456.86,832198.07,415715.51,930844.24,168074.65,873141.37,793967.90,595155.03,669392.11,942702.73,77199.65,327285.06,916116.78,894287.30,716273.90,54230.43,700882.34,385093.29,62857.81,147248.95,355034.20,139119.01,984317.51,152629.02,418943.21,213332.11,276706.07,557312.17,495864.94,22362.24,688162.51,694318.64
605667.51,326786.67,862232.07,912084.64,851171.65,171339.08,713245.94,262464.42,641170.60,244724.05,701669.89,816012.97,979195.31,645554.55,306267.67,450652.33,612041.81,149569.32,229059.42,807068.24,522725.67,889594.14,158171.66,138952.33,663507.37,486969.70,134914.73,936248.90,847102.92,887370.45,48742.84,953150.62,351303.09,639988.95,111537.63,496797.67,449590.38,159308.95,804529.78,694301.45,269080.24,889255.75,170805.23,612847.19,545642.23,678371.17,58102.12,454111.53,862375.71,938544.96,172034.02,39242.26,917770.97,471942.87,271286.60,238465.30,86741.86,436324.78,416962.89,138092.35,660275.71,86237.38,165066.71,327276.02,249779.89,297302.89,454966.07,998010.45,537082.08,556352.66,659580.70,466708.46,206089.07,376827.79,950889.18,51579.25,658320.10,641844.48,153866.50,678586.71,143056.72,471033.37,701341.82,78382.41,685753.14,931436.44,219893.59,377885.30,534439.89,364766.33,78909.14,493838.87,787051.37,102269.38,828259.09,206787.04,783752.66,510830.68,978694.03,225892.20,322211.47,203377.10,820902.94,405862.14
865175.13,589447.15,55914.12,689784.94,396262.75,862433.68,203970.97,357460.60,596830.80,16428.35,604809.83,30562.82,597480.33,541915.07,395219.89,831586.54,58902.59,464140.14,852708.73,679238.43,124165.42,543051.05,372707.45,618372.85,610188.20,596739.96,969877.21,13650.51,110965.59,214495.02,378236.01,266663.24,298094.91,527849.31,265023.02,427753.67,524435.53,847824.05,167033.21,350899.43,531311.84,965600.48,331586.49,892011.31,469581.60,381871.66,406087.33,152555.29,545847.31,67637.64,706808.32,870046.64,481353.67,925778.04,272043.91,970362.94,816132.89,467962.69,504582.73,930020.87,539775.33,25016.11,233044.77,965330.25,271890.81,718525.60,621363.40,150683.18,759597.23,365863.62,959817.52,578636.97,395234.77,108845.34,6610.88,797425.78,464020.55,244754.96,135569.60,905228.75,773971.68,448379.20,226565.21,433351.33,722079.98,472805.76,299248.84,499876.36,986243.03,237155.79,819050.28,520579.56,716757.93,560425.66,996072.84,530742.61,66118.69,87967.95,285860.36,727790.17,55184.39,605218.79,785462.89,131702.82
59893.52,466321.15,577493.40,122152.29,685799.03,481765.61,408691.99,711816.84,599869.68,302418.97,784429.87,486321.81,593881.58,923681.83,542083.91,875352.86,324025.83,314494.20,894528.44,735814.82,718165.77,170824.86,421950.73,918630.48,275108.84,997572.41,627336.66,157038.90,568050.94,640806.79,406503.84,738622.20,727244.95,831009.38,123455.08,486816.33,60249.26,10583.13,960174.34,956913.99,27776.04,799444.35,211918.79,773559.79,758965.23,443178.62,17933.18,566603.27,111176.70,712369.40,353940.12,173004.56,503335.73,37931.04,732181.88,825102.33,688715.54,609011.08,909875.95,852374.87,473556.19,931790.28,790612.20,249878.46,221599.17,244407.42,920155.56,806551.16,384739.47,527049.12,937423.43,66239.09,837474.70,421040.83,24867.72,134649.92,889790.98,789411.28,778737.62,702550.54,336720.40,201152.69,538354.39,599323.69,456929.70,618757.33,157413.02,337700.27,181266.88,269145.31,141089.46,376475.62,756658.24,520464.15,790776.29,711044.39,161747.84,886132.24,680516.27,906014.43,403910.29,869607.92,928406.95,367075.10
466356.95,468064.19,326093.24,523966.74,751245.08,984631.28,644640.15,315449.58,82733.28,662273.38,541920.91,392435.66,994515.81,72721.61,487249.37,835568.85,438426.03,376618.33,567896.05,612948.69,537219.18,761607.58,888112.38,611506.55,583652.19,494549.37,309835.12,801412.50,432948.02,411479.84,749249.65,658188.81,95969.02,474112.28,332784.01,64035.87,488019.57,652261.25,927987.54,628794.96,45333.02,281331.77,680914.19,911855.50,422085.47,412274.60,57407.71,929551.97,430507.99,159292.03,6236.74,530282.95,437660.62,587951.14,660741.46,17118.62,564530.97,222556.85,756694.24,419189.29,73248.01,74970.02,140991.99,947764.45,388246.28,558065.71,643085.85,826030.43,331012.69,787272.28,760918.58,124584.66,213105.91,734124.21,402186.01,886844.18,956147.78,632270.00,50509.83,484200.32,476359.38,758118.13,39965.08,703237.45,518479.50,888451.49,107408.16,731343.02,600675.86,795699.25,923756.10,609201.22,759336.16,402177.79,445676.53,622908.27,415819.57,347614.46,256246.42,111195.81,229256.24,693856.92,549274.42,902854.62
4386.16,317800.62,543428.06,836301.56,206433.37,385711.86,136335.30,44605.20,795447.72,957354.51,906247.57,866536.16,687655.73,337844.82,858430.24,721232.39,732558.97,274187.80,690626.64,434307.17,94036.72,431019.58,264729.77,10116.45,876977.17,871040.16,682483.14,945753.68,828242.11,243076.87,196727.22,515761.14,267772.94,62166.40,529470.03,470303.97,299347.29,531791.16,187267.16,319258.02,739713.61,500993.28,703083.78,663377.93,449220.77,354632.54,598276.59,378368.06,651296.01,940815.03,410444.43,326882.50,956657.66,29156.51,415708.32,980756.57,275921.10,224074.38,592780.09,147073.98,763249.19,675969.48,140030.23,421447.34,706109.98,653617.61,996715.89,641039.69,198073.90,955598.91,888206.81,976978.29,478888.11,300715.49,999127.26,672894.45,826396.58,972996.77,899858.66,651450.53,809053.03,991043.23,837889.76,64176.14,534805.24,73010.15,34635.24,562401.77,896779.24,81962.16,408111.87,865189.92,990203.99,745972.75,411390.95,934424.50,104199.15,309844.91,578039.62,216509.77,163764.21,81748.76,521288.81,841.72
2567.73,395914.87,919721.78,587665.98,484537.87,409251.21,625380.88,737878.52,416621.26,526943.91,7708.16,53491.33,589673.95,408551.41,301589.59,621324.93,435042.74,219355.52,706302.47,276209.06,143752.89,648844.57,964903.44,483435.57,72768.37,923327.09,757999.33,367938.44,624782.34,77029.02,714872.56,418875.72,836934.77,937618.30,10735.86,867739.13,595124.68,27355.51,337219.48,90546.57,430215.22,437368.75,565109.70,889321.93,132318.52,394089.72,984248.82,793541.73,757366.01,750012.87,368586.64,367573.08,380047.05,628953.71,47292.65,624315.91,158731.69,254621.75,145377.27,574178.37,762288.77,441462.48,7227.18,861648.12,784827.74,45119.64,719673.15,90681.69,982155.21,148259.38,989784.18,19363.45,458121.65,102465.04,285377.53,567190.84,339075.40,878360.49,681165.42,723633.20,395138.43,144786.86,219619.27,869690.21,663667.90,197027.05,870799.49,241008.12,121063.45,666303.45,356405.06,599869.61,805546.99,326837.94,355689.42,593828.84,18286.66,989926.26,401921.69,694684.95,583853.72,586689.95,721335.26,241235.94
138960.43,827810.91,145312.73,5277.34,833471.02,881226.56,917829.80,590213.16,519694.47,737102.90,958715.87,423897.98,87174.52,126456.67,829990.90,434027.78,479025.62,641030.51,891620.39,926366.39,123983.40,7130.23,708736.64,721113.17,108197.57,372279.21,479333.91,751770.08,200922.54,957390.28,93789.93,549637.64,132509.67,893473.94,760490.28,984271.46,762387.85,996353.65,791000.59,815057.95,827104.98,974304.92,380830.25,240176.65,488879.27,384909.62,336966.29,234683.83,587218.46,585626.50,761807.42,78502.98,480288.38,457091.89,869933.96,63475.75,615147.74,807328.98,796302.82,972177.89,5501.14,315105.81,176575.77,503844.71,950565.73,558003.32,307900.35,63280.59,328407.26,892892.48,445137.65,349151.44,790455.20,133539.09,687512.43,74500.57,501887.24,942303.71,853636.59,430258.19,612292.17,488148.11,507765.73,330413.99,248809.25,196035.38,607359.14,968093.87,279827.43,782712.36,351799.56,58520.18,799614.51,34196.58,815958.94,531625.77,666758.57,871999.38,176851.11,797611.43,817352.07,147741.53,808685.36,484077.81
