7699298.56,5550158.52,6776406.25,7170035.84,5471965.50,6497521.62,6737214.24,6263374.31,7285454.22,6443092.44,8085350.41,5212666.41,7903774.17,7767028.84,7434699.99,6628985.49,6042829.53,7575537.78,8233706.39,6331687.66,6637597.76,6920396.87,7813122.43,6646517.56,7604376.95,5950316.26,6826238.82,4653801.23,5432726.06,7898911.21,8121143.07,7748124.11,5833352.52,6798405.09,7325437.15,7080709.06,7724069.02
10164574.04,8848947.34,7812445.35,9431494.36,6675330.64,9476124.61,8897960.41,6691908.15,8876725.50,8556419.03,10501908.90,7922567.10,8887117.83,8790829.59,9726199.80,9956992.07,9668957.26,10056325.27,8574179.61,8695049.32,9045727.71,8324265.62,11376812.58,9262564.42,9500397.81,6836567.24,9140062.35,6334403.91,7796110.76,9659364.88,10764546.89,9898848.78,8480606.86,9961763.38,8986369.35,8565638.51,9020413.16
8453187.64,6843463.21,6792543.06,7937370.83,6409274.96,7442331.66,8076715.97,5646591.91,9205609.68,7702027.43,8389453.29,7006170.44,8041393.58,8184345.81,7938083.46,8561351.71,7857523.18,8199326.60,8099978.67,6821712.34,7167067.01,7380313.17,9196439.15,7538589.04,7985808.42,6085301.18,7858431.12,6189846.76,5954325.19,8505533.70,9637463.91,8489087.36,7151542.63,8162032.71,8597304.18,7841378.43,8691287.11
10190461.10,7780991.29,8196117.13,8005242.01,5898600.48,8175835.88,8042175.32,6673275.25,8766236.94,8905490.88,9466427.76,7630288.41,9501975.69,8443091.91,7919685.08,9417512.40,8341285.52,9101185.64,9441540.83,7622552.18,8308778.65,8953864.85,10518497.35,9302983.46,9534179.63,7332532.78,9157731.54,6686202.56,7682514.01,9052327.78,9940180.31,8582016.73,7343683.08,9463214.40,9076642.55,9049142.50,8822915.20
10602075.12,7552099.55,8057799.25,9478945.10,7112640.87,9581610.79,8551123.90,6868244.65,8596581.68,8274636.02,9349954.98,7531131.20,8864519.99,8803565.21,8872660.47,9819191.47,9042537.08,9875276.97,9212740.18,8444914.07,8884643.69,9011777.15,10918976.84,10045487.32,9164933.68,7300199.54,9716763.72,6424609.28,7374586.80,9851658.35,10915660.18,9767702.75,8491184.85,9175999.95,10067513.19,9130534.90,9638331.25
8160835.01,7258958.01,7406237.33,7261619.04,6272537.22,7377842.53,7815238.11,7043368.75,8777007.48,7525800.05,8305504.07,6479340.08,8577104.90,9039805.24,7674032.48,7427484.58,7231870.87,8025393.15,8968888.71,7294196.75,7456449.18,7178876.30,9486617.47,7489645.78,8228808.33,7287370.68,7577474.50,5586395.36,6422136.83,8005871.43,8519236.75,7957226.79,6350709.33,7197188.87,8697246.02,7432618.42,7898441.38
9209962.61,7188127.23,7274445.26,7743393.75,6155039.89,8071697.30,6748077.56,5601292.77,7238077.25,7731774.48,8890683.95,5948210.01,8704939.48,8062437.22,8026594.60,8944425.44,8082041.47,8612557.53,7749545.98,6978311.30,7677571.99,8915036.88,9063345.62,8241250.91,8247116.85,5880501.65,8705437.93,5502360.32,6423679.42,8689848.83,9475402.74,9000457.75,7657664.28,8096521.40,9089598.83,6660708.91,8567549.77
9032919.71,8029505.70,8452988.60,8745487.34,6417414.36,8293164.56,7790359.22,7212810.86,8362270.15,7580294.03,8835177.24,6964176.87,8911438.43,8995674.56,8278727.24,8491385.13,8232721.75,9133980.94,9159626.11,8364588.13,8643744.90,7234538.24,10014782.31,7832773.38,9347602.43,7249758.57,7996242.79,6066934.08,7281218.15,8631343.63,9158188.32,8290553.11,7224257.57,8065132.74,8939864.84,8168015.81,8064078.87
9811799.93,8359895.68,7859437.53,8992924.07,6808532.44,8390163.07,7997060.10,6934501.87,9281772.45,8332976.25,8920566.49,7825897.48,9285060.53,9058784.68,8802645.20,9995372.91,9453332.46,9351463.09,9145695.47,8015675.64,8385052.37,7425078.59,10707528.98,8496548.49,9172935.84,6718811.96,7867222.33,6884883.72,7262275.03,8931290.67,9984594.11,8102996.75,7769307.22,9298790.85,9230919.25,7843625.49,8697380.45
9320214.67,7640272.27,8253097.26,7877922.16,7557068.77,9190393.47,7641565.50,6790625.87,7671450.47,7324155.20,9121467.13,6688928.46,9348852.10,7927627.35,9150802.02,9603727.90,8422098.89,8827815.43,9003215.33,8628807.72,8634656.22,8441569.00,9874523.83,8391045.97,8766386.98,7061592.48,8301999.23,6189956.12,7160084.23,9701520.13,10175079.80,8722676.37,7918870.48,7952054.45,8759391.38,9389240.00,9035192.60
9252770.91,7821939.00,8086573.18,9167335.58,6135198.24,9042036.96,8167841.20,5865919.94,8348783.53,7615396.04,8645560.97,7722109.39,7773612.23,8117203.98,8455475.85,8958897.37,8728115.80,8948082.66,8389427.74,7372485.66,8551673.47,8151264.73,9670691.03,8912853.03,8987104.61,7486944.47,8934764.32,6440976.80,7201228.96,8599190.53,9843178.60,7929699.11,7757038.90,8016793.68,9148521.75,9024601.99,7630141.69
6222337.61,6324660.18,5499568.64,6338689.59,3819747.70,6073970.44,5293792.36,4907360.24,6648818.36,5776947.31,6457299.38,5086225.51,6771799.66,6481732.63,6586172.52,6516869.79,6039270.26,5972025.36,5860901.62,5266362.45,5346465.79,4850946.71,7703632.96,6354114.59,6107128.21,4937903.78,5189250.61,4282826.66,5120830.40,5281363.60,7112557.48,5334762.48,5190327.63,5834615.98,6267309.52,5594722.12,5360566.10
8717425.12,6888704.40,7025432.44,7181195.83,6015434.41,7888876.15,6612106.07,5978646.58,7655779.51,7278496.22,8123180.06,6387803.43,7978509.62,7791014.29,7132876.17,8907116.70,7140342.89,8740911.93,8227325.75,7044813.45,6855587.63,7128765.23,9015174.26,7137436.37,7854209.44,6203479.29,7489785.71,5683065.77,6619646.30,8299389.33,8726667.36,7594867.47,6725303.13,8233271.32,8843121.58,7538584.95,8435272.13
9381687.52,7619887.35,8760208.96,8063649.17,6036707.99,8233780.45,7907685.33,7011820.62,7825997.38,7686597.85,8962928.73,7239611.60,9276251.68,7771898.99,7771816.91,9178813.81,8542360.05,8475860.28,8316749.42,7645082.21,8038248.34,7949357.40,9661706.73,8265600.06,8715393.34,7635274.40,7604274.83,6052770.12,6930055.82,8609065.11,9807430.04,7999737.16,5933533.34,8433206.49,8016785.83,8026270.30,7366374.27
7887557.09,6079917.34,7220774.93,7013195.32,6249533.44,7963623.42,6881580.03,6687342.70,6850338.79,6105156.83,8228397.47,5708046.93,7692556.98,7996740.64,7706294.44,7510816.73,6460187.11,8092134.43,7143460.82,7265709.75,7498661.69,7864855.82,8575621.32,7026927.85,7677146.06,6355472.19,7684897.54,4858814.92,6023040.72,8354944.11,8504256.33,8268504.97,6947674.35,6541703.89,8374979.13,7547816.85,7551816.23
9147492.81,7958401.83,7871439.53,7386930.37,5669823.07,7098869.73,7726879.43,6776981.98,8379455.77,7789652.82,8342254.63,6934182.28,8571601.71,8331406.56,7522023.25,7932614.01,6908034.17,8528722.90,8367001.59,7579066.20,7558261.57,7030482.52,9481998.56,7380503.92,8701392.48,6194148.77,7665529.53,5995343.21,6456102.18,8061266.78,9491761.01,7780604.75,6638149.40,7448992.51,8595924.45,6931031.94,7084136.24
10029785.01,9290367.56,9487573.74,10341282.69,7324830.11,9248191.41,8931822.71,7403007.58,9887384.41,8628766.38,9576762.35,8511171.21,10867938.59,9355182.45,9554375.33,9894875.73,8805199.97,10203326.84,9638903.97,8931404.68,9503731.82,8929718.62,10838692.59,9267830.78,10608775.31,8680863.49,8946738.27,7789751.61,8735964.44,10263483.43,11249807.96,9461761.79,8220062.90,8336806.90,10160732.85,10378950.74,8832042.73
9031368.91,7092552.66,7349877.21,8195239.19,6023251.62,7621624.49,7268515.51,6948396.60,9175229.06,8106213.79,8127061.24,6095073.69,9016657.23,8788566.49,7948933.44,8926187.79,7209946.39,8324930.11,8181514.47,6709137.93,7748567.54,6940508.79,10226880.32,8648488.33,8209606.21,6532399.35,7863715.46,5508110.87,6475316.25,8888950.06,9421037.55,8489505.32,7265419.95,8221841.08,8666462.81,7971206.65,8392308.31
9068460.62,7176692.76,7868643.96,8263595.49,6739162.74,7427866.38,6992119.60,6291529.57,7561531.67,8265512.23,8620388.89,6290609.70,8210227.76,7480302.59,7307258.97,8260746.28,7969618.52,8364089.18,7310052.42,7172152.61,8038989.85,7176628.31,9274530.99,7885125.26,8477483.82,6545080.09,7410853.00,5572384.81,6178396.02,8443014.51,9226118.33,7940424.70,7269969.24,8127463.23,8228606.46,7610533.41,7691393.23
8500162.61,7099424.79,7180375.99,7516949.05,5284818.87,7570902.84,7247647.24,6853488.33,8499061.75,7347673.44,8711864.51,6846396.27,8891489.27,8814865.81,8357947.30,8616365.17,7388254.70,8491569.01,8758292.46,7786390.82,7032965.78,7177422.98,9903833.46,7335171.15,9460836.65,6291554.48,7535720.89,5610734.05,7017216.57,7745746.41,9356806.94,7882637.16,7321202.97,8313739.43,7917038.39,8057920.77,7915113.79
8715389.27,6719129.59,7804782.97,9002347.19,5566940.62,7862615.66,7918772.93,6902880.15,9016145.76,7321862.67,8321737.17,6867815.49,8456582.94,8559719.70,7405355.86,8199540.55,7517277.61,7969470.74,8035011.94,6953647.40,7156677.06,7539503.85,9842685.69,8074606.41,8576485.42,7465410.05,7299745.39,6123728.30,7107978.65,7988429.93,9603919.28,8418303.54,6765017.57,7387686.55,7887658.01,8500263.01,8386174.54
9130449.65,7141031.81,7054289.01,8060575.49,6356665.84,7631500.87,7114284.99,6487075.87,8309315.93,7562656.84,8289298.90,6432548.72,8651921.86,8365255.24,8239703.91,7807178.32,7667566.35,8497407.97,8511851.76,7215312.28,6992191.28,7569866.82,9642183.28,7629511.73,8337719.75,6233235.98,8376613.66,5738943.48,6905429.22,8535528.03,9315917.32,7905810.17,7220132.42,7612392.54,9508742.86,7609577.98,8259540.06
8317522.62,6482940.01,6139709.89,6510854.70,5186931.18,7036453.37,6901256.64,5834755.26,7168945.80,6529672.60,7060931.41,6452347.51,6970730.91,6527527.93,6471523.67,7362728.87,7017095.77,7685992.93,6962196.62,6893661.12,6830563.84,7629631.67,9126348.57,7321498.52,7337499.50,5829368.84,7758058.47,5725365.57,6498090.48,7450558.38,8186852.40,7490226.04,6162713.23,6685404.14,7772691.47,7388605.49,7104943.95
8604730.48,8285589.73,7863429.92,8936989.82,6223727.59,8691442.04,7156835.25,6513140.15,8692496.80,7825352.76,9227788.66,7228067.73,9698194.93,8791840.53,9278048.22,9643843.99,8146417.11,9051548.07,8022321.29,7746148.41,8958762.31,8776471.56,10232380.72,8493919.09,8918606.12,7009235.73,8171655.34,6818410.07,7840765.21,9362786.09,9747625.62,8939304.55,8244621.86,8144555.45,8560299.35,9181312.62,8832713.96
7793730.94,7135960.16,5939300.46,7892434.61,5462168.32,6834017.12,6729111.17,6233793.32,7679195.54,7428045.17,7413747.84,6161061.46,7455142.25,7969453.95,7931605.16,7440954.11,7346067.52,8018087.17,6594309.35,6877477.93,7301695.03,6577494.60,9455551.98,8073122.90,7034967.20,5158748.11,7358250.42,5045914.23,5781968.83,7279377.01,8809350.31,7865238.87,7281054.34,7541253.56,8294013.67,6148700.23,7002254.74
9545439.72,8341058.54,8580908.31,9391300.10,7458073.27,9082485.26,8900441.46,7486847.34,9934183.15,8578694.23,9381728.36,7426146.60,9700300.91,9287008.23,9254821.80,9672330.59,8857058.30,9633571.90,8987072.79,8357070.36,9002175.33,8774774.80,10752685.52,8656979.00,9394995.99,8532804.27,8743197.78,6801245.95,7423067.81,10091896.15,11040506.47,9775186.43,8057188.91,9011577.68,9749947.91,9763001.93,9374985.89
9824199.05,8807106.21,8788433.62,9940030.26,7446197.58,9849933.79,7641413.92,6868159.32,8832539.86,8414456.58,9144353.66,7495376.20,9749839.74,10496154.38,8812384.32,10189977.30,8532702.89,10075587.28,9681876.82,8218706.72,9275252.48,8115198.25,10823230.60,9169261.31,9620375.25,7893697.18,8734710.83,6417735.00,7333387.71,9343201.60,10432827.81,9037867.12,8839001.08,8170417.31,10474943.32,8803043.43,9051973.82
